Brand_Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price (INR Lakhs),Brand,Model,Car_Age
Maruti Swift Dzire VDI,Mumbai,2012,80753,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,450000.0,Maruti,Swift Dzire VDI,13
Toyota Fortuner 4x2 Manual,Delhi,2015,40000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,1875000.0,Toyota,Fortuner 4x2 Manual,10
Maruti Swift VDI,Pune,2014,103000,Diesel,Manual,Second,28.4,1248.0,74.0,5.0,525000.0,Maruti,Swift VDI,11
Maruti Wagon R Duo LX BSIII,Hyderabad,2012,72389,LPG,Manual,First,26.2,998.0,58.2,5.0,320000.0,Maruti,Wagon R Duo LX BSIII,13
Maruti Dzire LDI,Pune,2017,48000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,600000.0,Maruti,Dzire LDI,8
Hyundai Grand i10 Asta,Kolkata,2014,41000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,314000.0,Hyundai,Grand i10 Asta,11
Renault KWID RXL,Jaipur,2016,26000,Petrol,Manual,First,25.17,799.0,53.3,5.0,254999.99999999997,Renault,KWID RXL,9
Tata Indigo CS eGLX BS IV,Jaipur,2012,30000,Petrol,Manual,Second,15.64,1193.0,64.08,5.0,229999.99999999997,Tata,Indigo CS eGLX BS IV,13
Ford Figo Diesel Titanium,Hyderabad,2014,74624,Diesel,Manual,First,20.0,1399.0,68.05,5.0,565000.0,Ford,Figo Diesel Titanium,11
Porsche Cayenne 2009-2014 Diesel,Kochi,2015,47877,Diesel,Automatic,First,15.15,2967.0,240.0,5.0,4822000.0,Porsche,Cayenne 2009-2014 Diesel,10
Maruti Alto K10 VXI,Jaipur,2016,35000,Petrol,Manual,First,24.07,998.0,67.1,5.0,300000.0,Maruti,Alto K10 VXI,9
Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2015,52123,Diesel,Manual,First,20.34,1498.0,103.2,5.0,750000.0,Volkswagen,Vento 1.5 TDI Highline,10
Mahindra Scorpio 2.6 SLX CRDe,Bangalore,2005,90000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,260000.0,Mahindra,Scorpio 2.6 SLX CRDe,20
BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,6125000.0,BMW,X3 xDrive 20d Luxury Line,7
Honda City 1.5 V MT,Chennai,2009,122000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,350000.0,Honda,City 1.5 V MT,16
Mini Cooper 3 DOOR S,Kochi,2016,21110,Petrol,Automatic,First,17.44,1998.0,189.08,4.0,2895000.0,Mini,Cooper 3 DOOR S,9
Mitsubishi Pajero Sport 4X4 AT,Pune,2015,78000,Diesel,Automatic,First,13.5,2477.0,175.56,6.0,1500000.0,Mitsubishi,Pajero Sport 4X4 AT,10
Maruti Swift Dzire VDi,Jaipur,2012,72000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,425000.0,Maruti,Swift Dzire VDi,13
Bentley Continental Flying Spur,Hyderabad,2006,48000,Petrol,Automatic,First,8.6,5998.0,552.0,4.0,5900000.0,Bentley,Continental Flying Spur,19
Maruti Ertiga VDI,Pune,2013,43486,Diesel,Manual,First,20.77,1248.0,88.76,7.0,660000.0,Maruti,Ertiga VDI,12
Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2007,199000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,520000.0,Toyota,Innova 2.5 G4 Diesel 7-seater,18
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,2010,34000,Petrol,Manual,First,11.7,1796.0,178.0,5.0,1000000.0,Mercedes-Benz,New C-Class C 200 Kompressor Elegance MT,15
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2016,37944,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,3500000.0,Mercedes-Benz,New C-Class C 220 CDI BE Avantgare,9
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2017,30000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,875000.0,Ford,Ecosport 1.5 DV5 MT Titanium Optional,8
Toyota Etios Liva 1.2 G,Coimbatore,2015,64005,Petrol,Manual,First,17.71,1197.0,78.9,5.0,457000.0,Toyota,Etios Liva 1.2 G,10
Hyundai i10 Magna 1.2,Delhi,2012,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,250000.0,Hyundai,i10 Magna 1.2,13
Hyundai Santro LP - Euro II,Chennai,2005,105000,Petrol,Manual,First,0.0,999.0,97.7,5.0,175000.0,Hyundai,Santro LP - Euro II,20
Land Rover Freelander 2 SE,Kochi,2014,59885,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,2011000.0,Land,Rover Freelander 2 SE,11
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2011,144471,Diesel,Manual,First,12.8,2494.0,102.0,8.0,780000.0,Toyota,Innova 2.5 V Diesel 8-seater,14
Hyundai i20 1.2 Magna,Coimbatore,2011,63991,Petrol,Manual,First,18.5,1197.0,80.0,5.0,361000.0,Hyundai,i20 1.2 Magna,14
Hyundai Santro Xing XO eRLX Euro II,Pune,2007,72000,Petrol,Manual,Second,17.0,1086.0,97.7,5.0,111000.00000000001,Hyundai,Santro Xing XO eRLX Euro II,18
Nissan Micra XV CVT,Mumbai,2015,34895,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,459999.99999999994,Nissan,Micra XV CVT,10
BMW X6 xDrive 40d M Sport,Ahmedabad,2015,97003,Diesel,Automatic,First,15.87,2993.0,308.43,5.0,8500000.0,BMW,X6 xDrive 40d M Sport,10
Honda City 1.5 V AT,Kolkata,2015,45000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,525000.0,Honda,City 1.5 V AT,10
Honda Amaze E i-Dtech,Delhi,2013,45000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,330000.0,Honda,Amaze E i-Dtech,12
Toyota Fortuner 3.0 Diesel,Bangalore,2013,100000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,1775000.0,Toyota,Fortuner 3.0 Diesel,12
Land Rover Discovery Sport SD4 HSE Luxury,Delhi,2016,70000,Diesel,Automatic,First,12.97,2179.0,187.7,5.0,3500000.0,Land,Rover Discovery Sport SD4 HSE Luxury,9
Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,37023,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1339000.0,Hyundai,Creta 1.6 CRDi SX,9
Chevrolet Beat Diesel LT,Chennai,2012,81000,Diesel,Manual,First,25.44,936.0,56.3,5.0,250000.0,Chevrolet,Beat Diesel LT,13
Toyota Innova Crysta 2.8 GX AT,Kochi,2017,20789,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,1836000.0,Toyota,Innova Crysta 2.8 GX AT,8
Maruti Swift Dzire VDI,Jaipur,2015,68310,Diesel,Manual,First,23.4,1248.0,74.0,5.0,595000.0,Maruti,Swift Dzire VDI,10
Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,47250,Diesel,Manual,Second,19.67,1582.0,126.2,5.0,1100000.0,Hyundai,Creta 1.6 CRDi SX Option,10
Land Rover Range Rover Sport SE,Delhi,2014,47000,Diesel,Automatic,Second,12.65,2993.0,255.0,5.0,6475000.0,Land,Rover Range Rover Sport SE,11
Honda Amaze VX i-DTEC,Hyderabad,2017,128000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,630000.0,Honda,Amaze VX i-DTEC,8
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2017,17702,Petrol,Manual,First,15.29,1591.0,121.3,5.0,1194000.0,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,8
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,34987,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,595000.0,Volkswagen,Vento Sport 1.2 TSI AT,11
Honda City i DTec VX,Ahmedabad,2017,37000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,1100000.0,Honda,City i DTec VX,8
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,38271,Petrol,Manual,First,15.29,1591.0,121.3,5.0,1253000.0,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,8
Ford Figo Diesel Titanium,Bangalore,2012,32510,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,375000.0,Ford,Figo Diesel Titanium,13
BMW 5 Series 2013-2017 530d M Sport,Pune,2014,88000,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,2700000.0,BMW,5 Series 2013-2017 530d M Sport,11
Mitsubishi Pajero 2.8 SFX 7Str,Pune,2012,116000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,994999.9999999999,Mitsubishi,Pajero 2.8 SFX 7Str,13
Renault Duster 85PS Diesel RxL Option,Jaipur,2013,156000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,420000.0,Renault,Duster 85PS Diesel RxL Option,12
Maruti Ritz VXI,Delhi,2010,75319,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,200000.0,Maruti,Ritz VXI,15
Hyundai Grand i10 Sportz,Kolkata,2013,28000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,325000.0,Hyundai,Grand i10 Sportz,12
Mercedes-Benz GLA Class 200 CDI SPORT,Bangalore,2017,16500,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,3400000.0,Mercedes-Benz,GLA Class 200 CDI SPORT,8
BMW 5 Series 520d Luxury Line,Coimbatore,2016,75637,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,3037000.0,BMW,5 Series 520d Luxury Line,9
Hyundai Creta 1.6 SX Plus Petrol Automatic,Kochi,2018,32854,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,1260000.0,Hyundai,Creta 1.6 SX Plus Petrol Automatic,7
Renault KWID RXT Optional,Kochi,2019,6568,Petrol,Manual,First,25.17,799.0,53.3,5.0,509000.0,Renault,KWID RXT Optional,6
Audi A4 3.0 TDI Quattro,Bangalore,2014,30000,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,2450000.0,Audi,A4 3.0 TDI Quattro,11
Maruti Ciaz VDI SHVS,Kochi,2018,17804,Diesel,Manual,Second,28.09,1248.0,88.5,5.0,797000.0,Maruti,Ciaz VDI SHVS,7
Honda Jazz S,Delhi,2011,69768,Petrol,Manual,First,16.0,1198.0,90.0,5.0,290000.0,Honda,Jazz S,14
BMW 3 Series 320d Luxury Line,Kochi,2016,62404,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,2133000.0,BMW,3 Series 320d Luxury Line,9
Hyundai Verna SX CRDi AT,Bangalore,2012,97000,Diesel,Automatic,Second,19.08,1582.0,126.32,5.0,650000.0,Hyundai,Verna SX CRDi AT,13
Hyundai Creta 1.4 CRDi S Plus,Coimbatore,2016,55687,Diesel,Manual,First,21.38,1396.0,88.7,5.0,1215000.0,Hyundai,Creta 1.4 CRDi S Plus,9
Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,2014,17000,Petrol,Manual,First,15.04,1598.0,103.2,5.0,425000.0,Volkswagen,Vento 2013-2015 1.6 Comfortline,11
BMW 3 Series Luxury Line,Coimbatore,2017,34232,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,3584000.0000000005,BMW,3 Series Luxury Line,8
Honda CR-V Petrol 2WD,Chennai,2004,135000,Petrol,Automatic,Third,14.4,1997.0,152.0,5.0,300000.0,Honda,CR-V Petrol 2WD,21
Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,80000,Diesel,Manual,First,19.72,1461.0,108.45,5.0,675000.0,Renault,Duster 110PS Diesel RxZ AWD,13
Hyundai i20 Asta 1.2,Bangalore,2014,31045,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,565000.0,Hyundai,i20 Asta 1.2,11
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2013,58000,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,750000.0,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT,12
Hyundai Creta 1.6 SX Plus Diesel,Kochi,2018,35480,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1334000.0,Hyundai,Creta 1.6 SX Plus Diesel,7
Maruti Ciaz VDI SHVS,Hyderabad,2016,62287,Diesel,Manual,First,28.09,1248.0,88.5,5.0,790000.0,Maruti,Ciaz VDI SHVS,9
Hyundai i20 Asta 1.4 CRDi,Coimbatore,2015,46162,Diesel,Manual,First,22.54,1396.0,88.73,5.0,698000.0,Hyundai,i20 Asta 1.4 CRDi,10
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9200,Petrol,Manual,First,17.01,1591.0,121.3,5.0,575000.0,Hyundai,Verna 1.6 SX VTVT,11
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2012,55339,Diesel,Manual,First,22.07,1199.0,73.9,5.0,265000.0,Volkswagen,Polo Diesel Trendline 1.2L,13
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,55476,Diesel,Manual,First,22.07,1199.0,73.9,5.0,249000.00000000003,Volkswagen,Polo Diesel Trendline 1.2L,14
Maruti SX4 Vxi BSIII,Pune,2007,68553,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,150000.0,Maruti,SX4 Vxi BSIII,18
Honda Mobilio RS Option i DTEC,Kochi,2016,67376,Diesel,Manual,First,24.5,1498.0,98.6,7.0,650000.0,Honda,Mobilio RS Option i DTEC,9
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,42000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,800000.0,Renault,Duster 110PS Diesel RxZ Plus,12
Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,3085000.0,Toyota,Fortuner 2.8 2WD AT,6
Volvo XC60 D4 SUMMUM,Kochi,2014,93144,Diesel,Automatic,First,14.7,1984.0,181.0,5.0,1714999.9999999998,Volvo,XC60 D4 SUMMUM,11
Maruti Celerio VXI AT,Hyderabad,2014,24300,Petrol,Automatic,First,23.1,998.0,67.04,5.0,455000.0,Maruti,Celerio VXI AT,11
Maruti Ciaz ZDi Plus,Hyderabad,2015,47883,Diesel,Manual,Second,26.21,1248.0,88.5,5.0,740000.0,Maruti,Ciaz ZDi Plus,10
Audi Q5 2008-2012 2.0 TDI,Kochi,2013,12467,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,2564000.0,Audi,Q5 2008-2012 2.0 TDI,12
BMW X1 sDrive 20d Sportline,Kolkata,2013,56683,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,1350000.0,BMW,X1 sDrive 20d Sportline,12
Ford Figo Petrol ZXI,Bangalore,2013,38000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,355000.0,Ford,Figo Petrol ZXI,12
Hyundai Elantra CRDi SX,Ahmedabad,2018,35000,Diesel,Manual,First,22.7,1582.0,126.2,5.0,1500000.0,Hyundai,Elantra CRDi SX,7
Hyundai Verna 1.6 i ABS,Pune,2007,80000,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,195000.0,Hyundai,Verna 1.6 i ABS,18
Honda Civic 2006-2010 1.8 S MT,Pune,2006,125000,Petrol,Manual,Second,13.5,1799.0,130.0,5.0,229999.99999999997,Honda,Civic 2006-2010 1.8 S MT,19
Toyota Fortuner 4x4 MT,Chennai,2013,123000,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,1500000.0,Toyota,Fortuner 4x4 MT,12
Hyundai i10 Sportz,Chennai,2012,70000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,315000.0,Hyundai,i10 Sportz,13
Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,87982,Diesel,Manual,First,21.64,1461.0,84.8,5.0,500000.0,Nissan,Sunny 2011-2014 Diesel XL,13
BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2013,40714,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,2475000.0,BMW,5 Series 2013-2017 520d Luxury Line,12
Chevrolet Optra Magnum 2.0 LT,Pune,2008,83000,Diesel,Manual,Second,16.52,1991.0,123.7,5.0,260000.0,Chevrolet,Optra Magnum 2.0 LT,17
Hyundai i10 Asta,Ahmedabad,2011,86000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,375000.0,Hyundai,i10 Asta,14
Skoda Laura Ambiente,Ahmedabad,2009,60002,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,484999.99999999994,Skoda,Laura Ambiente,16
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,2013,60000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,2700000.0,Mercedes-Benz,E-Class 2009-2013 E 220 CDI Avantgarde,12
Honda Amaze SX i-DTEC,Kolkata,2014,84677,Diesel,Manual,First,25.8,1498.0,98.6,5.0,300000.0,Honda,Amaze SX i-DTEC,11
BMW X1 xDrive 20d xLine,Delhi,2017,23000,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,2875000.0,BMW,X1 xDrive 20d xLine,8
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2016,81424,Diesel,Manual,First,12.99,2494.0,100.6,8.0,1449000.0,Toyota,Innova 2.5 G (Diesel) 8 Seater,9
Porsche Panamera 2010 2013 Diesel,Delhi,2013,36400,Diesel,Automatic,First,7.5,4806.0,394.3,4.0,7200000.0,Porsche,Panamera 2010 2013 Diesel,12
Nissan Sunny XV D,Chennai,2012,70000,Diesel,Manual,Second,22.71,1461.0,84.8,5.0,400000.0,Nissan,Sunny XV D,13
Maruti Swift Dzire LDI,Delhi,2015,40000,Diesel,Manual,Second,26.59,1248.0,74.0,5.0,450000.0,Maruti,Swift Dzire LDI,10
Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,600,Petrol,Automatic,First,21.5,1197.0,81.8,5.0,625000.0,Maruti,Wagon R ZXI AMT 1.2,6
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2015,65320,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,1150000.0,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT,10
Honda Accord 2.4 Inspire M/T,Pune,2009,79000,Petrol,Manual,Third,9.8,2354.0,180.0,5.0,310000.0,Honda,Accord 2.4 Inspire M/T,16
Honda City i VTEC V,Mumbai,2018,5000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,1011000.0,Honda,City i VTEC V,7
Hyundai Verna 1.6 SX VTVT,Coimbatore,2019,6028,Petrol,Manual,First,17.01,1591.0,121.3,5.0,1154000.0,Hyundai,Verna 1.6 SX VTVT,6
Maruti Wagon R LX BSII,Delhi,2006,86000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,100000.0,Maruti,Wagon R LX BSII,19
Maruti Swift Dzire Tour LDI,Kolkata,2013,160000,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,250000.0,Maruti,Swift Dzire Tour LDI,12
Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,2011,59967,Petrol,Automatic,First,9.74,1984.0,208.0,5.0,1800000.0,Audi,Q5 2008-2012 2.0 TFSI Quattro,14
Toyota Etios Cross 1.4 GD,Coimbatore,2018,43127,Diesel,Manual,First,23.59,1364.0,67.04,5.0,685000.0,Toyota,Etios Cross 1.4 GD,7
Hyundai i10 Era 1.1 iTech SE,Kochi,2012,65727,Petrol,Manual,First,19.81,1086.0,68.05,5.0,297000.0,Hyundai,i10 Era 1.1 iTech SE,13
Hyundai Verna 1.6 VTVT,Pune,2013,70000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,475000.0,Hyundai,Verna 1.6 VTVT,12
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,39861,Diesel,Manual,First,20.14,1498.0,88.8,5.0,738000.0,Volkswagen,Polo 1.5 TDI Highline,7
BMW 5 Series 520d Sport Line,Delhi,2017,16485,Diesel,Automatic,First,22.48,1995.0,187.74,5.0,4275000.0,BMW,5 Series 520d Sport Line,8
Hyundai i20 1.4 Asta Optional With Sunroof,Bangalore,2010,77332,Diesel,Manual,Second,23.0,1396.0,90.0,5.0,365000.0,Hyundai,i20 1.4 Asta Optional With Sunroof,15
Hyundai Grand i10 Asta Option AT,Kochi,2017,17489,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,599000.0,Hyundai,Grand i10 Asta Option AT,8
Toyota Fortuner 4x2 4 Speed AT,Pune,2012,125000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,1350000.0,Toyota,Fortuner 4x2 4 Speed AT,13
Maruti Baleno Zeta Automatic,Chennai,2016,35129,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,700000.0,Maruti,Baleno Zeta Automatic,9
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyderabad,2016,22982,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,1095000.0,Hyundai,Creta 1.6 SX Plus Petrol Automatic,9
Hyundai i10 Sportz,Pune,2013,54500,Petrol,Manual,Third,20.36,1197.0,78.9,5.0,295000.0,Hyundai,i10 Sportz,12
Tata Tigor XE Diesel,Ahmedabad,2017,16235,Diesel,Manual,First,24.7,1047.0,69.0,5.0,550000.0,Tata,Tigor XE Diesel,8
Skoda Superb Style 1.8 TSI AT,Kochi,2017,73641,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,1707999.9999999998,Skoda,Superb Style 1.8 TSI AT,8
Maruti Swift Dzire VDI,Hyderabad,2015,59572,Diesel,Manual,First,26.59,1248.0,74.0,5.0,685000.0,Maruti,Swift Dzire VDI,10
Honda CR-V 2.0 AT,Jaipur,2014,112827,Petrol,Automatic,First,13.1,1997.0,141.1,5.0,1050000.0,Honda,CR-V 2.0 AT,11
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2010,118000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,875000.0,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,15
Honda City 1.5 V MT,Kolkata,2010,60000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,270000.0,Honda,City 1.5 V MT,15
Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,75059,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,425000.0,Hyundai,Verna VTVT 1.6 AT SX Plus,13
Toyota Etios 1.4 VXD,Pune,2018,3000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,790000.0,Toyota,Etios 1.4 VXD,7
Skoda Superb Elegance 1.8 TSI AT,Delhi,2011,78000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,450000.0,Skoda,Superb Elegance 1.8 TSI AT,14
Nissan Sunny 2011-2014 Diesel XV,Kolkata,2012,47000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,400000.0,Nissan,Sunny 2011-2014 Diesel XV,13
Honda City 1.5 V MT Exclusive,Delhi,2012,42000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,475000.0,Honda,City 1.5 V MT Exclusive,13
Hyundai Elite i20 Diesel Asta Option,Kolkata,2018,6820,Diesel,Manual,First,22.54,1396.0,88.76,5.0,765000.0,Hyundai,Elite i20 Diesel Asta Option,7
Chevrolet Optra 1.6 LT Royale,Kochi,2013,55176,Petrol,Manual,Second,17.4,1599.0,104.0,5.0,347000.0,Chevrolet,Optra 1.6 LT Royale,12
Honda Amaze S i-Vtech,Kochi,2016,39854,Petrol,Manual,First,18.0,1198.0,86.7,5.0,564000.0,Honda,Amaze S i-Vtech,9
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,24000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,295000.0,Volkswagen,Polo Petrol Comfortline 1.2L,12
Maruti Swift VDI,Jaipur,2016,55000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,565000.0,Maruti,Swift VDI,9
Ford Endeavour 3.0L 4X4 AT,Kochi,2012,45840,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,841000.0,Ford,Endeavour 3.0L 4X4 AT,13
Maruti Baleno LXI,Pune,2006,155000,Petrol,Manual,Third,15.4,1590.0,94.0,5.0,85000.0,Maruti,Baleno LXI,19
Maruti Wagon R LX,Pune,2003,125000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,80000.0,Maruti,Wagon R LX,22
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,52951,Diesel,Manual,First,20.14,1498.0,88.0,5.0,565000.0,Volkswagen,Polo 1.5 TDI Highline,11
Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,49000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,450000.0,Hyundai,Verna 1.6 SX VTVT (O),12
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,690000.0,Maruti,Ciaz ZDi Plus SHVS,10
Toyota Qualis Fleet A3,Mumbai,2001,227000,Diesel,Manual,Fourth & Above,0.0,2446.0,97.7,8.0,220000.00000000003,Toyota,Qualis Fleet A3,24
Nissan Sunny 2011-2014 Diesel XL,Jaipur,2013,120005,Diesel,Manual,First,21.64,1461.0,84.8,5.0,400000.0,Nissan,Sunny 2011-2014 Diesel XL,12
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Mumbai,2015,33000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,560000.0,Skoda,Rapid 1.6 MPI Ambition With Alloy Wheel,10
Maruti Eeco 7 Seater Standard,Delhi,2016,126000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,220000.00000000003,Maruti,Eeco 7 Seater Standard,9
Skoda Rapid Ultima 1.6 MPI Ambition Plus,Bangalore,2013,66700,Petrol,Manual,First,15.0,1598.0,103.5,5.0,400000.0,Skoda,Rapid Ultima 1.6 MPI Ambition Plus,12
Toyota Fortuner 4x4 MT,Jaipur,2014,122000,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,1600000.0,Toyota,Fortuner 4x4 MT,11
Hyundai Creta 1.6 CRDi SX,Mumbai,2016,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1260000.0,Hyundai,Creta 1.6 CRDi SX,9
Hyundai i20 Magna Optional 1.2,Kochi,2014,42315,Petrol,Manual,First,18.5,1197.0,82.9,5.0,479000.0,Hyundai,i20 Magna Optional 1.2,11
Maruti Wagon R LXI CNG,Mumbai,2015,22001,CNG,Manual,First,26.6,998.0,58.16,5.0,365000.0,Maruti,Wagon R LXI CNG,10
Honda City i DTEC V,Kochi,2016,84580,Diesel,Manual,First,26.0,1498.0,98.6,5.0,683000.0,Honda,City i DTEC V,9
Maruti 800 Std,Jaipur,2002,75000,Petrol,Manual,First,16.1,796.0,37.0,4.0,51000.0,Maruti,800 Std,23
Ford Ikon 1.3 Flair,Pune,2006,85000,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,69000.0,Ford,Ikon 1.3 Flair,19
Maruti Swift Dzire LXI,Delhi,2015,24296,Petrol,Manual,First,20.85,1197.0,83.14,5.0,465000.00000000006,Maruti,Swift Dzire LXI,10
Honda City 1.5 V MT Sunroof,Kolkata,2014,40000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,649000.0,Honda,City 1.5 V MT Sunroof,11
Hyundai Verna CRDi,Chennai,2009,64514,Diesel,Manual,First,16.8,1493.0,110.0,5.0,290000.0,Hyundai,Verna CRDi,16
Hyundai Verna 1.6 SX VTVT,Delhi,2016,35000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,740000.0,Hyundai,Verna 1.6 SX VTVT,9
Renault KWID RXT,Bangalore,2016,41000,Petrol,Manual,Second,25.17,799.0,53.3,5.0,325000.0,Renault,KWID RXT,9
